5.824410100000000057e+03 5.997905316663706410e-01
5.824427099999999882e+03 5.342058857115887793e-01
5.824444099999999708e+03 4.922996145944277258e-01
5.824461100000000442e+03 4.888916193006206945e-01
5.824478100000000268e+03 5.000481532490073100e-01
5.824495100000000093e+03 5.236398113368255780e-01
5.824512099999999919e+03 5.511492930112223965e-01
5.824529099999999744e+03 5.717597278169763708e-01
5.824546099999999569e+03 5.890483780283135573e-01
5.824563100000000304e+03 6.142579231223520564e-01
5.824580100000000130e+03 6.535206584751956926e-01
5.824597200000000157e+03 6.980638442613704697e-01
5.824614199999999983e+03 7.398813812239629639e-01
5.824631199999999808e+03 7.801656726713728229e-01
5.824648199999999633e+03 8.172133145578986957e-01
5.824665200000000368e+03 8.431034653794110545e-01
5.824682200000000194e+03 8.592840923139560827e-01
5.824699200000000019e+03 8.559606812685621735e-01
5.824716199999999844e+03 8.335592030534194619e-01
5.824733199999999670e+03 8.196748117850589654e-01
5.824750200000000405e+03 7.975290249131925524e-01
5.824767200000000230e+03 7.444667990731963503e-01
5.824784200000000055e+03 6.852726015255659053e-01
5.824801199999999881e+03 6.460082368529659336e-01
5.824818199999999706e+03 6.317837248094123614e-01
5.824835200000000441e+03 6.338265245296365036e-01
5.824852200000000266e+03 6.300778526739752028e-01
5.824869200000000092e+03 6.044408955385164317e-01
5.824886199999999917e+03 5.940491778483146801e-01
5.824903199999999742e+03 6.454044338093494204e-01
5.824920199999999568e+03 7.192438521308532895e-01
5.824937200000000303e+03 7.488808803395691216e-01
5.824954200000000128e+03 7.224774661151234234e-01
5.824971300000000156e+03 6.672023623309050189e-01
5.824988299999999981e+03 6.295571266289143875e-01
5.825005299999999806e+03 6.373913240609726527e-01
5.825022299999999632e+03 6.814214906459291621e-01
5.825039300000000367e+03 7.285175073634023724e-01
5.825056300000000192e+03 7.554288428151161305e-01
5.825073300000000017e+03 7.628369425018267647e-01
5.825090299999999843e+03 7.672641981967360802e-01
5.825107299999999668e+03 7.742464330531536598e-01
5.825124300000000403e+03 7.516760129957358316e-01
5.825141300000000228e+03 7.013415829271797408e-01
5.825158300000000054e+03 6.712768001133545548e-01
5.825175299999999879e+03 6.808993214307949016e-01
5.825192299999999705e+03 7.141126568282932796e-01
5.825209300000000439e+03 7.459632364620568667e-01
5.825226300000000265e+03 7.737257822974822341e-01
5.825243300000000090e+03 7.957821807979922335e-01
5.825260299999999916e+03 7.968879457975684977e-01
5.825277299999999741e+03 7.743179141903997476e-01
5.825294299999999566e+03 7.238991420032862001e-01
5.825311300000000301e+03 6.904282767346499039e-01
5.825328300000000127e+03 7.307098294464043908e-01
5.825345400000000154e+03 7.837658715966190348e-01
