5.824410100000000057e+03 6.312015983715197898e-01
5.824427099999999882e+03 5.622236036908923040e-01
5.824444099999999708e+03 5.181575274808435383e-01
5.824461100000000442e+03 5.146083241064846048e-01
5.824478100000000268e+03 5.263903619990559779e-01
5.824495100000000093e+03 5.512652720654286354e-01
5.824512099999999919e+03 5.802686327642273545e-01
5.824529099999999744e+03 6.020121474508943749e-01
5.824546099999999569e+03 6.202610317137738916e-01
5.824563100000000304e+03 6.468537923386019628e-01
5.824580100000000130e+03 6.882504429860807349e-01
5.824597200000000157e+03 7.352149277623873935e-01
5.824614199999999983e+03 7.793150520430331962e-01
5.824631199999999808e+03 8.218065261414484457e-01
5.824648199999999633e+03 8.608945393329833218e-01
5.824665200000000368e+03 8.882335087678258079e-01
5.824682200000000194e+03 9.053464401446214005e-01
5.824699200000000019e+03 9.019107809659471231e-01
5.824716199999999844e+03 8.783708970660428772e-01
5.824733199999999670e+03 8.638031626761892845e-01
5.824750200000000405e+03 8.405264783249868366e-01
5.824767200000000230e+03 7.846607441936844785e-01
5.824784200000000055e+03 7.223233231643000352e-01
5.824801199999999881e+03 6.809856995307665972e-01
5.824818199999999706e+03 6.660395606362125021e-01
5.824835200000000441e+03 6.682418103214479155e-01
5.824852200000000266e+03 6.643379799670082742e-01
5.824869200000000092e+03 6.373534309754556038e-01
5.824886199999999917e+03 6.264414637883346515e-01
5.824903199999999742e+03 6.806465356999764627e-01
5.824920199999999568e+03 7.585730998635844546e-01
5.824937200000000303e+03 7.898881462257241193e-01
5.824954200000000128e+03 7.620943158020435648e-01
5.824971300000000156e+03 7.038396491970736468e-01
5.824988299999999981e+03 6.641754776824050355e-01
5.825005299999999806e+03 6.724892831601756438e-01
5.825022299999999632e+03 7.189961461086026295e-01
5.825039300000000367e+03 7.687448758969356311e-01
5.825056300000000192e+03 7.972000120995571537e-01
5.825073300000000017e+03 8.050760970612159673e-01
5.825090299999999843e+03 8.098071733904975700e-01
5.825107299999999668e+03 8.172357515064012645e-01
5.825124300000000403e+03 7.934695820763477681e-01
5.825141300000000228e+03 7.403901214284803745e-01
5.825158300000000054e+03 7.087027011091513451e-01
5.825175299999999879e+03 7.189137064466232241e-01
5.825192299999999705e+03 7.540358482760306513e-01
5.825209300000000439e+03 7.877239983740357276e-01
